Title,Genres,Rank,Popularity,Score,Episodes,Episode length,Release Date
Actors: Songs Connection,"Romance,Sci-Fi",7383,4608,6.3,12,23 min. per ep.,Fall 2019
Jikuu Boukenki Zentrix,"Adventure,Sci-Fi",7412,11581,6.3,26,25 min. per ep.,Spring 2003
Uchuu Kaizoku Mito no Daibouken,"Action,Comedy,Sci-Fi",7376,9313,6.3,13,24 min. per ep.,Winter 1999
Wei Wo Du Shen,"Action,Fantasy",7378,11830,6.3,50,9 min. per ep.,Winter 1999
Senran Kagura Shinovi Master: Tokyo Youma-hen,"Action,Comedy,Ecchi",7374,3069,6.3,12,23 min. per ep.,Fall 2018
Berserk,"Action,Adventure,Drama,Fantasy,Horror,Supernatural",7387,602,6.3,12,24 min. per ep.,Summer 2016
Youkai Watch!,"Comedy,Supernatural",7381,9139,6.3,36,24 min. per ep.,Spring 2019
Robot Girls Z Plus,"Comedy,Supernatural",7372,6549,6.3,6,8 min. per ep.,Spring 2019
Angelique,"Drama,Fantasy,Romance,Sci-Fi",7384,6932,6.3,3,30 min. per ep.,Spring 2019
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,"Drama,Sci-Fi",7370,6393,6.3,1,15 min.,Spring 2019
Puraore! Pride of Orange,"Drama,Sci-Fi",7369,4010,6.3,12,23 min. per ep.,Fall 2021
SD Gundam Sangokuden Brave Battle Warriors,"Drama,Sci-Fi",7373,7727,6.3,51,12 min. per ep.,Spring 2010
Usavich V,"Drama,Sci-Fi",7377,9814,6.3,13,1 min. per ep.,Winter 2013
Ore dake Haireru Kakushi Dungeon,"Action,Adventure,Fantasy,Ecchi",7366,648,6.3,12,24 min. per ep.,Winter 2021
Poputepipikku Kinen,"Action,Adventure,Fantasy,Ecchi",7368,7153,6.3,1,2 min.,Winter 2021
Nozomi Witches,"Romance,Sports",7364,10287,6.3,3,52 min. per ep.,Winter 2021
Oira Uchuu no Tankoufu,"Adventure,Sci-Fi",7365,10099,6.3,2,25 min. per ep.,Winter 2021
Yojouhan Shinwa Taikei Specials,"Adventure,Sci-Fi",7380,3880,6.3,3,7 min. per ep.,Winter 2021
Takarajima (Movie),"Adventure,Drama,Mystery,Supernatural",7375,12129,6.3,1,1 hr. 28 min.,Winter 2021
Yadamon,"Adventure,Comedy,Fantasy",7360,10962,6.31,170,10 min. per ep.,Summer 1992
Minami Kamakura Koukou Joshi Jitenshabu,"Adventure,Comedy,Fantasy",7362,4220,6.3,12,23 min. per ep.,Winter 2017
My Life,"Drama,Slice of Life",7363,8019,6.3,1,4 min.,Winter 2017
Yume no Hoshi no Button Nose,"Drama,Slice of Life",7361,12179,6.31,26,25 min. per ep.,Fall 1985
Tsuru ni Notte: Tomoko no Bouken,"Drama,Slice of Life",7357,12247,6.31,1,27 min.,Fall 1985
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,"Drama,Slice of Life",7355,10576,6.3,1,44 min.,Fall 1985
Twin Signal: Family Game,"Action,Comedy,Sci-Fi",7359,10236,6.31,3,29 min. per ep.,Fall 1985
Renkyori Enai,"Action,Comedy,Sci-Fi",7371,11200,6.3,1,4 min.,Fall 1985
Sol Bianca,"Action,Adventure,Sci-Fi",7353,6887,6.31,2,47 min. per ep.,Fall 1985
Pika Don,"Action,Adventure,Sci-Fi",7367,11765,6.3,1,9 min.,Fall 1985
Stratos 4: Logbook,"Action,Sci-Fi,Ecchi",7354,10386,6.31,1,30 min.,Fall 1985
Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,"Adventure,Comedy",7352,12748,6.31,1,23 min.,Fall 1985
Yami Shibai 5,"Avant Garde,Horror,Supernatural",7379,3887,6.3,13,4 min. per ep.,Summer 2017
Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Avant Garde,Horror,Supernatural",7342,10522,6.31,20,3 min. per ep.,Fall 2010
Nils no Fushigi na Tabi (Movie),"Adventure,Fantasy",7344,11357,6.31,1,1 hr. 36 min.,Fall 2010
Kyoto Animation: Ikitaku Naru Omise-hen,"Adventure,Fantasy",7339,7073,6.31,1,30 sec.,Fall 2010
Monster Strike Anime,"Action,Fantasy",7343,6541,6.31,23,10 min. per ep.,Fall 2010
Mad★Bull 34,"Action,Fantasy",7341,5599,6.31,4,47 min. per ep.,Fall 2010
Kuma Miko,"Comedy,Slice of Life",7338,2161,6.31,12,24 min. per ep.,Spring 2016
Last Exile: Ginyoku no Fam Movie - Over the Wishes,"Action,Adventure,Sci-Fi",7340,7811,6.31,1,1 hr. 59 min.,Spring 2016
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Recap,"Drama,Sci-Fi",7337,7857,6.31,1,23 min.,Spring 2016
Jurassic!,"Drama,Sci-Fi",7333,9920,6.31,1,1 min.,Spring 2016
Jikan no Shihaisha,"Drama,Sci-Fi",7334,2287,6.31,13,24 min. per ep.,Summer 2017
TV Yarou Nanaana,"Adventure,Comedy",7358,10335,6.31,24,3 min. per ep.,Spring 2018
Juusenki L-Gaim III: Full Metal Soldier,"Action,Sci-Fi",7336,11222,6.31,1,56 min.,Spring 2018
GR: Giant Robo,"Adventure,Sci-Fi",7327,8492,6.31,13,25 min. per ep.,Winter 2007
Ingress the Animation,"Action,Mystery,Sci-Fi",7333,3710,6.31,11,23 min. per ep.,Fall 2018
Ikkitousen: Western Wolves,"Action,Ecchi",7332,5335,6.31,3,30 min. per ep.,Fall 2018
Idol Tenshi Youkoso Youko,"Comedy,Drama",7329,10754,6.31,43,22 min. per ep.,Spring 1990
Shaonian Jinyiwei,"Adventure,Mystery,Romance",7349,11861,6.31,13,18 min. per ep.,Spring 1990
Genshi Shounen Ryuu,"Action,Adventure,Romance,Sci-Fi",7326,9789,6.31,22,25 min. per ep.,Fall 1971
Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,"Action,Adventure,Sci-Fi",7404,12807,6.3,1,57 min.,Fall 1971
Daisuki! Hello Kitty,"Action,Adventure,Sci-Fi",7321,9115,6.31,26,21 min. per ep.,Fall 1993
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,"Comedy,Sci-Fi",7324,10571,6.31,1,48 min.,Fall 1993
Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,"Comedy,Sci-Fi",7320,6731,6.31,1,16 min.,Fall 1993
Changjiang Qi Hao Ai Diqiu,"Comedy,Sci-Fi",7318,13886,6.31,1,1 hr. 22 min.,Fall 1993
Gundam Build Divers,"Action,Sci-Fi",7330,3691,6.31,25,24 min. per ep.,Spring 2018
True Tears: Mini Chara 4-koma Gekijou,"Action,Sci-Fi",7356,5447,6.31,7,30 sec. per ep.,Spring 2018
Cardfight!! Vanguard: Zoku Koukousei-hen,"Action,Sci-Fi",7317,7327,6.31,14,23 min. per ep.,Spring 2019
Busou Shinki,"Action,Sci-Fi,Slice of Life",7315,3163,6.31,12,24 min. per ep.,Fall 2012
Captain Tsubasa no Koutsuu Anzen,"Action,Sci-Fi,Slice of Life",7316,12758,6.31,1,14 min.,Fall 2012
Back Arrow,"Action,Fantasy",7314,3191,6.31,24,23 min. per ep.,Winter 2021
Divergence Eve 2: Misaki Chronicles,"Adventure,Drama,Sci-Fi",7324,6424,6.31,13,24 min. per ep.,Winter 2004
Airy Me,"Avant Garde,Drama,Horror",7310,7698,6.31,1,5 min.,Winter 2004
Aisubeki Mirai e,"Avant Garde,Drama,Horror",7311,10601,6.31,1,8 min.,Winter 2004
Otome Youkai Zakuro Picture Drama,"Romance,Supernatural",7345,7037,6.31,2,15 min. per ep.,Winter 2004
Mahou Yuugi 2D,"Adventure,Comedy,Fantasy",7307,8256,6.32,24,5 min. per ep.,Winter 2004
009-1: R&B,"Action,Sci-Fi",7309,7398,6.31,1,25 min.,Winter 2004
Ba Ma Laizi Er Ciyuan,"Action,Sci-Fi",7312,11085,6.31,24,4 min. per ep.,Winter 2004
Ai no Senshi Rainbowman,"Action,Adventure,Sci-Fi",7309,11465,6.31,22,25 min. per ep.,Fall 1982
Bakusou Kyoudai Let's & Go Special,"Action,Adventure,Sci-Fi",7314,11630,6.31,1,1 hr. 35 min.,Fall 1982
Lupin III: Pilot Film (1978),"Action,Adventure,Comedy,Mystery",7305,7333,6.32,1,12 min.,Fall 1982
Macross II: Lovers Again,"Adventure,Sci-Fi",7306,5254,6.32,6,24 min. per ep.,Fall 1982
Kekkaishi (TV): Yoshimori no Omoi,"Adventure,Comedy,Fantasy",7302,12638,6.32,1,25 min.,Fall 1982
Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season,"Comedy,Slice of Life",7319,9285,6.31,7,1 min. per ep.,Fall 1982
Koutetsu Sangokushi Special,"Comedy,Slice of Life",7304,11721,6.32,1,24 min.,Fall 1982
Kaifuku Jutsushi no Yarinaoshi,"Adventure,Drama,Fantasy,Ecchi",7302,380,6.32,12,24 min. per ep.,Winter 2021
Fuuma no Kojirou: Seiken Sensou-hen,"Action,Fantasy",7292,10371,6.32,6,25 min. per ep.,Winter 2021
Ketsuekigata-kun! 3,"Action,Fantasy",7304,8427,6.32,12,2 min. per ep.,Fall 2015
Entaku no Kishi Monogatari: Moero Arthur,"Adventure,Drama,Romance",7289,10582,6.32,30,24 min. per ep.,Fall 1979
Daisan no Shinzou,"Adventure,Drama,Romance",7286,13333,6.32,1,3 min.,Fall 1979
"Eikoku Ikka, Nihon wo Taberu","Comedy,Gourmet,Slice of Life",7326,10949,6.31,24,19 min. per ep.,Spring 2015
D.C.III: Da Capo III Special,"Drama,Romance",7285,7313,6.32,1,23 min.,Spring 2015
Doubutsu Takarajima,"Drama,Romance",7287,9611,6.32,1,1 hr. 18 min.,Spring 2015
Jikuu Tantei Genshi-kun,"Adventure,Comedy,Fantasy,Mystery,Sci-Fi",7301,5860,6.32,39,25 min. per ep.,Fall 1998
Fire Emblem Heroes Book III Movie：Cohort of the Dead,"Action,Fantasy,Horror,Supernatural",7290,12709,6.32,1,1 min.,Fall 1998
Chao Zhi Neng Zu Qiu,"Comedy,Sports",7283,10876,6.32,52,22 min. per ep.,Summer 2010
Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,"Comedy,Slice of Life",7284,5674,6.32,1,11 min.,Summer 2010
ChäoS;HEAd,"Mystery,Sci-Fi,Supernatural",7284,716,6.32,12,27 min. per ep.,Fall 2008
Boukyaku no Senritsu,"Adventure,Fantasy,Horror,Sci-Fi,Supernatural",7281,4420,6.32,24,23 min. per ep.,Spring 2004
Yurumates 3D,"Comedy,Slice of Life",7277,6110,6.32,13,3 min. per ep.,Spring 2012
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,"Action,Comedy,Fantasy",7291,9838,6.32,1,12 min.,Spring 2012
Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,"Adventure,Drama,Sci-Fi",7276,9478,6.32,2,24 min. per ep.,Spring 2012
Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,"Action,Adventure,Fantasy",7288,9684,6.32,1,40 min.,Spring 2012
Yotsunoha,"Action,Adventure,Fantasy",7275,5290,6.32,2,36 min. per ep.,Spring 2012
Dance with Devils: Fortuna,"Fantasy,Romance",7323,4416,6.31,1,1 hr. 1 min.,Spring 2012
Triage X,"Action,Adventure,Ecchi",7272,1311,6.32,10,23 min. per ep.,Spring 2015
Bannou Bunka Neko-Musume DASH!,"Action,Comedy,Romance,Sci-Fi,Ecchi",7280,7141,6.32,12,24 min. per ep.,Spring 2015
That Is How I Roll!,"Action,Comedy,Romance,Sci-Fi,Ecchi",7271,10137,6.32,1,1 min.,Spring 2015
.hack//Versus: The Thanatos Report,"Action,Sci-Fi",7279,6399,6.32,1,21 min.,Spring 2015
Strange Dawn,"Adventure,Drama,Fantasy",7267,7409,6.32,13,23 min. per ep.,Summer 2000
Yami Shibai 3,"Avant Garde,Horror,Supernatural",7273,3262,6.32,13,4 min. per ep.,Winter 2016
Shi Zhi Ge: Hua Yu Yan De Kuangxiang Shi,"Action,Fantasy",7265,10203,6.32,13,20 min. per ep.,Winter 2016
Tentou Mushi no Uta,"Drama,Slice of Life",7270,12398,6.32,104,25 min. per ep.,Fall 1974
Yuuki no Baton,"Drama,Slice of Life",7278,9185,6.32,1,2 min.,Fall 1974
Shakotan★Boogie,"Action,Comedy",7264,10439,6.32,4,55 min. per ep.,Fall 1974
Re:I Am,"Action,Comedy",7261,13183,6.32,1,6 min.,Fall 1974
Teiketsu Bolt,"Action,Comedy",7269,15318,6.32,1,3 min.,Fall 1974
Yi Guan Xing Shen,"Action,Comedy",7274,13744,6.32,1,1 min.,Fall 1974
Rikujou Bouei-tai Mao-chan,"Comedy,Sci-Fi",7263,7480,6.32,26,12 min. per ep.,Summer 2002
Seven Knights Revolution: Eiyuu no Keishousha,"Action,Adventure,Fantasy",7240,2734,6.33,12,23 min. per ep.,Spring 2021
Phantasy Star Online 2 The Animation,"Action,Sci-Fi",7257,2286,6.32,12,24 min. per ep.,Winter 2016
Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,"Action,Adventure,Comedy,Fantasy",7258,2925,6.32,1,1 hr. 10 min.,Winter 2016
Okusama wa Joshikousei (TV),"Comedy,Drama,Romance,Slice of Life",7255,3717,6.32,13,24 min. per ep.,Summer 2005
Ookamikakushi,"Action,Horror,Mystery,Supernatural",7255,2172,6.32,12,24 min. per ep.,Winter 2010
Neko Neko Nihonshi 3rd Season,"Action,Horror,Mystery,Supernatural",7252,13325,6.32,32,9 min. per ep.,Spring 2018
Shoujo-tachi wa Kouya wo Mezasu,"Action,Horror,Mystery,Supernatural",7267,1612,6.32,12,24 min. per ep.,Winter 2016
Rebecca,"Action,Horror,Mystery,Supernatural",7262,11538,6.32,1,24 min.,Winter 2016
Mousou Kanshou Daishou Renmei feat. Hatsune Miku,"Action,Horror,Mystery,Supernatural",7251,14731,6.32,1,4 min.,Winter 2016
Queen's Blade OVA,"Action,Adventure,Fantasy,Ecchi",7260,4629,6.32,2,21 min. per ep.,Winter 2016
Qing Chi Hong Xiaodou Ba!,"Comedy,Slice of Life",7259,12553,6.32,12,3 min. per ep.,Winter 2016
God Mazinger,"Action,Fantasy",7219,9430,6.33,23,29 min. per ep.,Spring 1984
Hundred,"Action,Romance,Sci-Fi,Ecchi",7221,568,6.33,12,24 min. per ep.,Spring 2016
Penguin Musume♥Heart Special,"Comedy,Slice of Life,Ecchi",7256,8415,6.32,1,10 min.,Spring 2016
Final Fantasy: The Spirits Within,"Comedy,Slice of Life,Ecchi",7217,2217,6.33,1,1 hr. 45 min.,Spring 2016
D.I.C.E.,"Action,Adventure,Sci-Fi",7215,7637,6.33,40,25 min. per ep.,Winter 2006
Chironup no Kitsune,"Action,Adventure,Sci-Fi",7212,11505,6.33,1,1 hr. 12 min.,Winter 2006
Nintama Rantarou Movie,"Action,Adventure,Sci-Fi",7253,12917,6.32,1,45 min.,Winter 2006
Brand New Story,"Action,Adventure,Sci-Fi",7210,10726,6.33,1,2 min.,Winter 2006
Cluster Edge,"Action,Fantasy,Sci-Fi",7213,5514,6.33,25,24 min. per ep.,Fall 2005
Suhoyojeong Michel,"Adventure,Fantasy",7268,12380,6.32,26,25 min. per ep.,Summer 2003
Ayakashi,"Action,Fantasy,Horror,Sci-Fi",7209,3609,6.33,12,23 min. per ep.,Winter 2008
Appleseed XIII,"Action,Sci-Fi",7206,4903,6.33,13,22 min. per ep.,Winter 2008
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,"Comedy,Ecchi",7216,7065,6.33,1,26 min.,Winter 2008
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,"Drama,Fantasy",7205,8650,6.33,2,12 min. per ep.,Winter 2008
Cyborg 009: Chou Ginga Densetsu,"Action,Sci-Fi",7214,9374,6.33,1,2 hr. 10 min.,Winter 2008
Mahou Shoujo Tokushusen Asuka,"Action,Drama",7204,2084,6.34,12,24 min. per ep.,Winter 2019
Kamen Rider Den-O: Imagin Anime 3,"Action,Adventure,Comedy",7414,12306,6.3,12,4 min. per ep.,Winter 2019
Kuusen Madoushi Kouhosei no Kyoukan,"Action,Drama,Fantasy",7203,839,6.34,12,23 min. per ep.,Summer 2015
Genji Tsuushin Agedama,"Action,Comedy,Sci-Fi",7194,10832,6.34,51,25 min. per ep.,Fall 1991
Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,"Action,Comedy,Sci-Fi",7207,7688,6.33,4,1 min. per ep.,Fall 1991
Kaze no Na wa Amnesia,"Action,Avant Garde,Drama,Sci-Fi",7201,4520,6.34,1,1 hr. 20 min.,Fall 1991
Gall Force 3: Stardust War,"Action,Sci-Fi",7193,8926,6.34,1,1 hr.,Fall 1991
Feng Wei Ying Xiong,"Action,Fantasy",7190,13681,6.34,13,16 min. per ep.,Fall 1991
Fuuma no Kojirou: Fuuma Hanran-hen,"Action,Fantasy",7192,10889,6.34,1,49 min.,Fall 1991
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,"Action,Fantasy",7189,4421,6.34,1,14 min.,Fall 1991
"Chiisana Tayori, Ookina Tayori.","Action,Fantasy",7211,14375,6.33,1,4 min.,Fall 1991
Everlasting Snow,"Action,Fantasy",7188,14910,6.34,1,5 min.,Fall 1991
Doku Tenshi no Shippo,"Comedy,Fantasy,Romance",7187,10101,6.34,4,9 min. per ep.,Fall 1991
Cyborg 009: The Cyborg Soldier - Kami no Ubugoe,"Action,Adventure,Sci-Fi",7186,11364,6.34,1,24 min.,Fall 1991
Choujin Locke,"Action,Sci-Fi",7184,8487,6.34,1,1 hr. 59 min.,Fall 1991
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Idol!? Nihon 1-shuu Dai Sugoroku Game!!,"Action,Sci-Fi",7202,13628,6.34,1,20 min.,Fall 1991
Hi no Youjin,"Action,Sci-Fi",7219,6245,6.33,1,12 min.,Fall 1991
ChäoS;Child,"Mystery,Sci-Fi,Supernatural",7183,1469,6.34,12,23 min. per ep.,Winter 2017
Black Clover: Jump Festa 2018 Special,"Comedy,Fantasy",7209,3639,6.33,1,23 min.,Winter 2017
Amnesia OVA,"Comedy,Fantasy",7178,3389,6.34,1,25 min.,Winter 2017
Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,"Comedy,Fantasy",7177,8897,6.34,6,7 min. per ep.,Winter 2017
Zetsumetsu Kigu Shoujo: Amazing Twins,"Comedy,Fantasy",7176,5369,6.34,2,29 min. per ep.,Winter 2017
Casshern: Robot Hunter,"Adventure,Sci-Fi",7182,6116,6.34,4,27 min. per ep.,Winter 2017
Futari Ecchi,"Comedy,Romance,Slice of Life,Ecchi",7191,3300,6.34,4,27 min. per ep.,Winter 2017
Yoroshiku Mechadock,"Action,Comedy",7174,9716,6.34,30,23 min. per ep.,Fall 1984
Artiswitch Picture Drama,"Slice of Life,Supernatural",7180,12335,6.34,5,6 min. per ep.,Fall 1984
Yume Senshi Wingman,"Action,Comedy,Romance",7175,9271,6.34,47,24 min. per ep.,Winter 1984
Xenosaga The Animation,"Action,Sci-Fi",7173,4252,6.34,12,23 min. per ep.,Winter 2005
To Heart 2 Special,"Drama,Romance",7171,8191,6.34,1,24 min.,Winter 2005
We Two,"Drama,Romance",7172,15565,6.34,1,4 min.,Winter 2005
Aru Tabibito no Nikki Specials,"Adventure,Fantasy",7181,6241,6.34,3,4 min. per ep.,Winter 2005
"Tantei wa Mou, Shindeiru.","Comedy,Drama,Mystery,Romance",7167,644,6.34,12,25 min. per ep.,Summer 2021
Super Street Fighter IV,"Action,Adventure",7166,6525,6.34,1,35 min.,Summer 2021
"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""","Action,Drama,Sci-Fi",7165,12041,6.34,1,55 min.,Summer 2021
Closers: Side Blacklambs,"Action,Drama,Sci-Fi",7185,4374,6.34,6,17 min. per ep.,Summer 2021
Shissou Word,"Action,Drama,Sci-Fi",7162,11712,6.34,1,4 min.,Summer 2021
Shoujo☆Kageki Revue Starlight Re LIVE 1st Anniversary PV,"Action,Drama,Sci-Fi",7164,10978,6.34,1,1 min.,Summer 2021
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,"Adventure,Fantasy",7168,878,6.34,12,24 min. per ep.,Winter 2021
Aoi Hitomi no Onnanoko no Ohanashi,"Adventure,Fantasy",7179,12342,6.34,1,44 min.,Winter 2021
Teekyuu 4 Specials,"Comedy,Sports",7169,7111,6.34,2,2 min. per ep.,Winter 2021
Scratch x One Piece Film: Gold,"Comedy,Sports",7159,6429,6.34,1,15 sec.,Winter 2021
Sanctuary,"Action,Drama,Suspense",7158,7819,6.34,1,1 hr. 7 min.,Winter 2021
One Piece Film: Gold - Cine Mike Popcorn Kokuchi,"Action,Drama,Suspense",7154,6686,6.34,1,28 sec.,Winter 2021
"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV","Action,Drama,Suspense",7170,9652,6.34,1,1 min.,Winter 2021
Ningyo,"Action,Drama,Suspense",7152,8089,6.34,1,8 min.,Winter 2021
Mobile Suit Gundam SEED MSV Astray,"Action,Drama,Suspense",7151,5206,6.34,2,7 min. per ep.,Winter 2021
Sharedol,"Action,Drama,Suspense",7161,13266,6.34,1,2 min.,Winter 2021
RPG Fudousan,"Comedy,Fantasy",7135,3729,6.35,12,23 min. per ep.,Spring 2022
PriPri Chii-chan!!,"Comedy,Sci-Fi",7156,8663,6.34,36,12 min. per ep.,Spring 2017
Project A-Ko 3: Cinderella Rhapsody,"Action,Comedy,Sci-Fi",7133,7376,6.35,1,45 min.,Spring 2017
Qin Xia,"Action,Adventure,Fantasy",7134,10317,6.35,12,23 min. per ep.,Spring 2017
Qin Shi Ming Yue 3D: Dianying Longteng Wanli,"Action,Fantasy",7157,11386,6.34,1,1 hr. 38 min.,Spring 2017
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"Comedy,Romance",7130,1390,6.35,3,24 min. per ep.,Spring 2017
Nyanbo!,"Comedy,Romance",7153,6727,6.34,26,5 min. per ep.,Fall 2016
Onboro Film,"Comedy,Romance",7129,9054,6.35,1,5 min.,Fall 2016
Muteki Robo Trider G7,"Comedy,Sci-Fi",7128,11136,6.35,50,24 min. per ep.,Winter 1980
Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure,Comedy,Fantasy",7127,10678,6.35,26,25 min. per ep.,Winter 1980
Mizuiro (2003),"Drama,Romance,Supernatural",7126,8246,6.35,2,29 min. per ep.,Winter 1980
Miyamoto Musashi: Souken ni Haseru Yume,"Drama,Romance,Supernatural",7125,6766,6.35,1,1 hr. 12 min.,Winter 1980
Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumonbako!,"Comedy,Fantasy,Supernatural",7160,6792,6.34,1,5 min.,Winter 1980
Minky Momo in Tabidachi no Eki,"Drama,Fantasy",7124,10452,6.35,1,30 min.,Winter 1980
Mainichi ga Nichiyoubi,"Comedy,Romance",7122,10258,6.35,6,25 min. per ep.,Winter 1980
Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,"Comedy,Romance",7163,5119,6.34,1,23 min.,Winter 1980
Love Live! Kouhaku Special Anime,"Comedy,Romance",7121,7336,6.35,1,30 sec.,Winter 1980
Ozanari Dungeon: Kaze no Tou,"Action,Adventure,Comedy,Fantasy",7132,10070,6.35,3,26 min. per ep.,Winter 1980
Mari Iyagi,"Drama,Fantasy,Slice of Life",7123,8380,6.35,1,1 hr. 18 min.,Winter 1980
Otogi Story Tenshi no Shippo Specials,"Comedy,Fantasy,Romance",7131,9701,6.35,2,23 min. per ep.,Winter 1980
Kudan,"Comedy,Fantasy,Romance",7120,14867,6.35,1,9 min.,Winter 1980
Oneechan ga Kita,"Comedy,Slice of Life",7155,1644,6.34,12,3 min. per ep.,Winter 2014
Harukanaru Toki no Naka de: Hachiyou Shou Specials,"Fantasy,Romance,Supernatural",7115,9032,6.35,8,5 min. per ep.,Winter 2014
Hana yori Dango (Movie),"Drama,Romance",7114,6194,6.35,1,30 min.,Winter 2014
Ikoku Meiro no Croisée Picture Drama,"Drama,Romance",7116,8127,6.35,6,6 min. per ep.,Winter 2014
Samurai Giants,"Drama,Romance",7136,11180,6.35,46,25 min. per ep.,Fall 1973
Fushigiboshi no☆Futagohime Gyu! Recap,"Drama,Romance",7110,12586,6.35,1,26 min.,Fall 1973
Chouon Senshi Borgman,"Action,Sci-Fi",7106,8965,6.35,35,24 min. per ep.,Spring 1988
Gundam Neo Experience 0087: Green Divers,"Action,Sci-Fi",7113,8490,6.35,1,23 min.,Spring 1988
Colours,"Action,Sci-Fi",7107,15582,6.35,1,4 min.,Spring 1988
Katte ni Kaizou Specials,"Comedy,Sci-Fi",7119,8827,6.35,3,7 min. per ep.,Spring 1988
Catman Series III,"Comedy,Fantasy,Slice of Life",7105,10514,6.35,6,4 min. per ep.,Spring 2008
Appleseed XIII Remix Movie 1: Yuigon,"Action,Sci-Fi",7102,7915,6.35,1,1 hr. 24 min.,Spring 2008
Babel Nisei,"Adventure,Sci-Fi,Supernatural",7104,10254,6.35,39,25 min. per ep.,Winter 1973
Ajimu: Kaigan Monogatari,"Comedy,Drama,Romance",7100,4858,6.35,4,28 min. per ep.,Winter 1973
Geneshaft,"Adventure,Sci-Fi",7112,4989,6.35,13,23 min. per ep.,Spring 2001
Koi☆Sento,"Comedy,Romance",7119,6149,6.35,1,25 min.,Spring 2001
K-On!: Ura-On!,"Comedy,Romance",7118,2429,6.35,7,2 min. per ep.,Spring 2001
Kacchikenee!,"Comedy,Romance",7093,9862,6.36,1,24 min.,Spring 2001
Kinnikuman II Sei: Second Generations,"Comedy,Romance",7094,11241,6.36,1,30 min.,Spring 2001
Ganbare! Kickers Specials,"Comedy,Drama,Sports",7111,12203,6.35,3,23 min. per ep.,Spring 2001
Gurazeni,"Comedy,Drama,Sports",7089,5293,6.36,12,23 min. per ep.,Spring 2018
Itou Junji: Collection,"Drama,Horror,Mystery,Supernatural",7092,1356,6.36,12,24 min. per ep.,Winter 2018
Go-Q-Choji Ikkiman,"Sci-Fi,Sports",7088,12031,6.36,32,24 min. per ep.,Spring 1986
Gall Force 2: Destruction,"Action,Sci-Fi",7087,8733,6.36,1,50 min.,Spring 1986
Astro Boy: Tetsuwan Atom - 10-man Kounen no Raihousha - IGZA,"Action,Sci-Fi",7103,11989,6.35,1,41 min.,Spring 1986
Dog Days'' Specials,"Action,Adventure,Fantasy",7108,8626,6.35,12,1 min. per ep.,Spring 1986
Fairy Gone Part 2,"Action,Fantasy,Supernatural",7109,2853,6.35,12,23 min. per ep.,Fall 2019
Animentary: Ketsudan,"Action,Fantasy,Supernatural",7101,11035,6.35,25,25 min. per ep.,Spring 1971
Da Wang Bu Gaoxing,"Comedy,Fantasy",7085,8894,6.36,12,7 min. per ep.,Spring 1971
Chouja Raideen,"Adventure,Sci-Fi",7083,9565,6.36,38,25 min. per ep.,Fall 1996
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"Comedy,Sci-Fi",7099,4216,6.35,12,24 min. per ep.,Summer 2016
Inazma Delivery: Dougyousha Attack-hen,"Action,Comedy,Sci-Fi",7091,12698,6.36,10,2 min. per ep.,Winter 2018
Battle Spirits: Kakumei no Galette,"Adventure,Sci-Fi",7078,11557,6.36,5,24 min. per ep.,Winter 2018
Black Magic M-66,"Action,Sci-Fi",7079,4849,6.36,1,48 min.,Winter 2018
Appleseed XIII Remix Movie 2: Yogen,"Action,Sci-Fi",7076,7840,6.36,1,1 hr. 24 min.,Winter 2018
